Gene,total_variants,variants_with_any_failure,any_failure_rate,avg_predictors_failed,SIFT_failure_rate,PolyPhen_failure_rate,CADD_failure_rate,REVEL_failure_rate
AAK1,2,2,1.0,2.0,0.5,0.5,1.0,0.0
AAMDC,1,1,1.0,3.0,1.0,1.0,1.0,0.0
AARD,1,0,0.0,0.0,0.0,0.0,0.0,0.0
AARS1,2,0,0.0,0.0,0.0,0.0,0.0,0.0
AARS2,4,2,0.5,1.25,0.5,0.25,0.25,0.25
AASDH,4,1,0.25,0.25,0.25,0.0,0.0,0.0
AATK,3,2,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0
ABCA1,25,19,0.76,2.16,0.48,0.4,0.68,0.6
ABCA10,3,0,0.0,0.0,0.0,0.0,0.0,0.0
ABCA12,5,2,0.4,1.4,0.4,0.4,0.4,0.2
ABCA13,4,2,0.5,0.5,0.5,0.0,0.0,0.0
ABCA3,3,0,0.0,0.0,0.0,0.0,0.0,0.0
ABCA4,102,39,0.38235294117647056,0.7254901960784313,0.20588235294117646,0.27450980392156865,0.14705882352941177,0.09803921568627451
ABCA5,3,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
ABCA6,2,1,0.5,0.5,0.5,0.0,0.0,0.0
ABCA7,2,2,1.0,1.0,0.5,0.5,0.0,0.0
ABCA8,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ABCA9,4,2,0.5,1.25,0.5,0.5,0.25,0.0
ABCB1,10,6,0.6,1.4,0.5,0.2,0.5,0.2
ABCB10,1,1,1.0,4.0,1.0,1.0,1.0,1.0
ABCB4,17,10,0.5882352941176471,1.3529411764705883,0.47058823529411764,0.35294117647058826,0.23529411764705882,0.29411764705882354
ABCB6,4,4,1.0,2.25,0.25,0.75,0.75,0.5
ABCB7,2,0,0.0,0.0,0.0,0.0,0.0,0.0
ABCC1,5,3,0.6,1.4,0.4,0.4,0.6,0.0
ABCC11,5,4,0.8,2.0,0.6,0.8,0.2,0.4
ABCC12,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ABCC3,2,1,0.5,2.0,0.5,0.5,0.5,0.5
ABCC4,7,4,0.5714285714285714,1.4285714285714286,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.2857142857142857
ABCC6,41,10,0.24390243902439024,0.6585365853658537,0.1951219512195122,0.1951219512195122,0.14634146341463414,0.12195121951219512
ABCC8,32,15,0.46875,0.65625,0.25,0.15625,0.0625,0.1875
ABCC9,4,2,0.5,0.75,0.25,0.5,0.0,0.0
ABCD1,29,1,0.034482758620689655,0.13793103448275862,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655
ABCD4,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ABCG2,10,5,0.5,0.8,0.1,0.1,0.5,0.1
ABCG8,3,1,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0
ABHD12,1,1,1.0,1.0,0.0,0.0,1.0,0.0
ABHD12B,1,1,1.0,3.0,1.0,1.0,1.0,0.0
ABHD16B,1,1,1.0,3.0,1.0,1.0,1.0,0.0
ABHD5,1,1,1.0,4.0,1.0,1.0,1.0,1.0
ABHD6,3,3,1.0,3.3333333333333335,0.6666666666666666,1.0,1.0,0.6666666666666666
ABI1,1,1,1.0,1.0,0.0,0.0,1.0,0.0
ABI3,2,0,0.0,0.0,0.0,0.0,0.0,0.0
ABL1,4,0,0.0,0.0,0.0,0.0,0.0,0.0
ABL2,4,4,1.0,2.5,1.0,0.5,1.0,0.0
ABRAXAS1,3,3,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
ABTB3,1,1,1.0,4.0,1.0,1.0,1.0,1.0
ACAA1,2,2,1.0,3.5,1.0,0.5,1.0,1.0
ACAD11,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ACAD8,4,0,0.0,0.0,0.0,0.0,0.0,0.0
ACAD9,1,1,1.0,1.0,0.0,1.0,0.0,0.0
ACADM,3,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0
ACADS,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ACADVL,9,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0
ACAN,1,1,1.0,2.0,1.0,0.0,1.0,0.0
ACAP1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ACAT1,3,0,0.0,0.0,0.0,0.0,0.0,0.0
ACCS,1,1,1.0,1.0,1.0,0.0,0.0,0.0
ACE,4,3,0.75,2.0,0.75,0.5,0.5,0.25
ACE2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ACHE,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
ACIN1,1,1,1.0,3.0,1.0,1.0,1.0,0.0
ACKR1,2,1,0.5,0.5,0.0,0.5,0.0,0.0
ACKR2,2,1,0.5,1.5,0.5,0.5,0.5,0.0
ACO1,1,1,1.0,1.0,0.0,0.0,1.0,0.0
ACO2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ACOT1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ACOT11,1,1,1.0,2.0,0.0,1.0,1.0,0.0
ACOT2,2,1,0.5,0.5,0.5,0.0,0.0,0.0
ACOT4,1,1,1.0,1.0,0.0,1.0,0.0,0.0
ACOX1,2,0,0.0,0.0,0.0,0.0,0.0,0.0
ACOXL,1,1,1.0,1.0,1.0,0.0,0.0,0.0
ACP1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ACP2,1,1,1.0,1.0,1.0,0.0,0.0,0.0
ACP3,1,1,1.0,3.0,1.0,1.0,1.0,0.0
ACP5,4,1,0.25,0.75,0.25,0.25,0.0,0.25
ACRBP,1,1,1.0,1.0,1.0,0.0,0.0,0.0
ACSBG1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ACSF3,3,1,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
ACSL3,1,1,1.0,1.0,0.0,0.0,1.0,0.0
ACSM1,1,1,1.0,1.0,1.0,0.0,0.0,0.0
ACSM2A,4,1,0.25,0.75,0.25,0.25,0.25,0.0
ACSM3,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ACSM5,2,1,0.5,1.5,0.5,0.5,0.5,0.0
ACTA1,6,4,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0
ACTL7A,2,1,0.5,0.5,0.5,0.0,0.0,0.0
ACTL8,1,1,1.0,2.0,1.0,1.0,0.0,0.0
ACTN1,4,3,0.75,0.75,0.0,0.0,0.25,0.5
ACTN2,4,2,0.5,1.0,0.25,0.25,0.0,0.5
ACTR1B,1,1,1.0,4.0,1.0,1.0,1.0,1.0
ACTR3B,1,1,1.0,1.0,0.0,0.0,1.0,0.0
ACTR5,1,1,1.0,4.0,1.0,1.0,1.0,1.0
ACVR1,3,2,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333
ACVR1C,2,2,1.0,2.5,0.5,0.5,1.0,0.5
ACVR2B,1,1,1.0,3.0,1.0,0.0,1.0,1.0
ACVRL1,19,3,0.15789473684210525,0.47368421052631576,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.10526315789473684
ACY1,1,1,1.0,1.0,0.0,0.0,0.0,1.0
ACY3,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ADA,10,0,0.0,0.0,0.0,0.0,0.0,0.0
ADA2,4,2,0.5,0.5,0.0,0.0,0.5,0.0
ADAD2,2,1,0.5,0.5,0.0,0.0,0.5,0.0
ADAM15,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM2,1,1,1.0,2.0,1.0,1.0,0.0,0.0
ADAM22,2,0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM28,1,1,1.0,3.0,1.0,1.0,1.0,0.0
ADAM32,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM33,7,3,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.0,0.0
ADAM7,3,3,1.0,2.0,1.0,0.3333333333333333,0.6666666666666666,0.0
ADAMDEC1,1,1,1.0,1.0,0.0,1.0,0.0,0.0
ADAMTS1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS12,5,0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS13,13,3,0.23076923076923078,0.3076923076923077,0.15384615384615385,0.0,0.0,0.15384615384615385
ADAMTS14,2,0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS16,2,0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS18,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS2,4,3,0.75,2.0,0.5,0.5,0.75,0.25
ADAMTS3,4,0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS4,2,2,1.0,2.0,1.0,0.5,0.5,0.0
ADAMTS7,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS9,2,0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTSL2,2,1,0.5,0.5,0.5,0.0,0.0,0.0
ADAMTSL3,3,0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTSL4,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ADAR,5,0,0.0,0.0,0.0,0.0,0.0,0.0
ADARB2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ADAT1,2,0,0.0,0.0,0.0,0.0,0.0,0.0
ADCK2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ADCY1,1,1,1.0,3.0,1.0,0.0,1.0,1.0
ADCY2,1,1,1.0,2.0,1.0,0.0,1.0,0.0
ADCY3,1,1,1.0,1.0,0.0,0.0,1.0,0.0
ADCY5,2,1,0.5,0.5,0.0,0.5,0.0,0.0
ADCY8,1,1,1.0,1.0,0.0,0.0,1.0,0.0
ADCY9,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ADD1,1,1,1.0,3.0,1.0,1.0,1.0,0.0
ADD2,2,1,0.5,1.0,0.0,0.5,0.5,0.0
ADGB,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRD1,27,17,0.6296296296296297,1.3703703703703705,0.4444444444444444,0.37037037037037035,0.5185185185185185,0.037037037037037035
ADGRE1,4,0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRE3,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRF3,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRF4,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRF5,2,1,0.5,1.0,0.5,0.0,0.5,0.0
ADGRG1,1,1,1.0,1.0,0.0,0.0,0.0,1.0
ADGRG3,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRG4,3,1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
ADGRG6,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRL4,2,0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRV1,8,5,0.625,1.0,0.5,0.25,0.25,0.0
ADH1B,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ADH4,3,0,0.0,0.0,0.0,0.0,0.0,0.0
ADH5,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ADH6,2,2,1.0,3.0,1.0,1.0,1.0,0.0
ADIPOQ,2,1,0.5,0.5,0.0,0.0,0.5,0.0
ADIPOR2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ADK,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ADO,3,1,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
ADORA1,1,1,1.0,1.0,0.0,0.0,1.0,0.0
ADORA2A,3,2,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
ADPRHL1,2,2,1.0,2.5,0.5,1.0,1.0,0.0
ADPRM,3,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0
ADPRS,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ADRA1A,3,1,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
ADRB1,3,3,1.0,1.6666666666666667,0.0,0.6666666666666666,1.0,0.0
ADRB2,2,2,1.0,2.5,1.0,0.5,1.0,0.0
ADRB3,2,0,0.0,0.0,0.0,0.0,0.0,0.0
ADSL,4,2,0.5,1.0,0.25,0.5,0.0,0.25
AEBP1,3,2,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333
AFAP1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
AFAP1L2,2,0,0.0,0.0,0.0,0.0,0.0,0.0
AFG2A,4,2,0.5,0.75,0.5,0.25,0.0,0.0
AFG2B,1,1,1.0,4.0,1.0,1.0,1.0,1.0
AFG3L2,7,2,0.2857142857142857,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857
AFP,1,1,1.0,1.0,0.0,1.0,0.0,0.0
AGA,1,0,0.0,0.0,0.0,0.0,0.0,0.0
AGAP1,2,1,0.5,1.5,0.5,0.5,0.5,0.0
AGAP2,1,1,1.0,4.0,1.0,1.0,1.0,1.0
AGAP4,1,0,0.0,0.0,0.0,0.0,0.0,0.0
AGBL2,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
AGBL3,2,1,0.5,0.5,0.5,0.0,0.0,0.0
AGER,1,1,1.0,2.0,0.0,1.0,1.0,0.0
AGGF1,3,0,0.0,0.0,0.0,0.0,0.0,0.0
AGK,1,1,1.0,1.0,1.0,0.0,0.0,0.0
AGL,5,5,1.0,2.2,0.8,0.2,1.0,0.2
AGO1,2,0,0.0,0.0,0.0,0.0,0.0,0.0
AGO2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
AGPAT2,1,1,1.0,2.0,0.0,0.0,1.0,1.0
AGPS,2,0,0.0,0.0,0.0,0.0,0.0,0.0
AGR2,1,1,1.0,4.0,1.0,1.0,1.0,1.0
AGTPBP1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
AGTR1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
AGTRAP,1,0,0.0,0.0,0.0,0.0,0.0,0.0
AGXT,19,5,0.2631578947368421,0.5789473684210527,0.2631578947368421,0.15789473684210525,0.15789473684210525,0.0
AGXT2,2,0,0.0,0.0,0.0,0.0,0.0,0.0
AHCTF1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
AHCY,3,2,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333
AHDC1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
AHI1,3,2,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0
AHNAK,2,0,0.0,0.0,0.0,0.0,0.0,0.0
AHNAK2,16,4,0.25,0.375,0.1875,0.125,0.0625,0.0
AHR,1,0,0.0,0.0,0.0,0.0,0.0,0.0
AHRR,2,1,0.5,0.5,0.0,0.5,0.0,0.0
AHSG,1,1,1.0,3.0,1.0,1.0,1.0,0.0
AICDA,1,0,0.0,0.0,0.0,0.0,0.0,0.0
AIFM1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
AIMP1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
AIPL1,4,3,0.75,2.0,0.25,0.25,0.75,0.75
AIRE,9,2,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111
AKAP10,2,1,0.5,1.0,0.5,0.0,0.5,0.0
AKAP11,2,1,0.5,1.5,0.5,0.5,0.5,0.0
AKAP12,3,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0
AKAP13,4,0,0.0,0.0,0.0,0.0,0.0,0.0
AKAP3,1,1,1.0,1.0,1.0,0.0,0.0,0.0
AKAP4,1,1,1.0,2.0,0.0,0.0,1.0,1.0
AKAP6,5,3,0.6,1.2,0.6,0.4,0.2,0.0
AKAP9,5,2,0.4,1.0,0.2,0.2,0.4,0.2
AKIP1,1,1,1.0,3.0,1.0,1.0,1.0,0.0
AKNA,2,1,0.5,0.5,0.5,0.0,0.0,0.0
AKNAD1,4,1,0.25,0.25,0.25,0.0,0.0,0.0
AKR1A1,1,1,1.0,2.0,1.0,0.0,1.0,0.0
AKR1B10,1,0,0.0,0.0,0.0,0.0,0.0,0.0
AKR1C1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
AKR1C2,1,1,1.0,3.0,0.0,1.0,1.0,1.0
AKR1C3,4,2,0.5,1.0,0.25,0.25,0.5,0.0
AKR1C4,4,3,0.75,1.25,0.75,0.25,0.25,0.0
AKR1D1,5,2,0.4,0.8,0.2,0.2,0.0,0.4
AKR1E2,2,0,0.0,0.0,0.0,0.0,0.0,0.0
AKR7A2,3,3,1.0,2.3333333333333335,1.0,1.0,0.3333333333333333,0.0
AKR7A3,1,1,1.0,1.0,1.0,0.0,0.0,0.0
AKT1,2,2,1.0,1.5,0.0,0.5,0.0,1.0
AKT2,1,1,1.0,1.0,0.0,0.0,0.0,1.0
AKT3,1,1,1.0,1.0,0.0,0.0,0.0,1.0
ALAD,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ALAS2,2,1,0.5,1.0,0.5,0.5,0.0,0.0
ALB,21,15,0.7142857142857143,1.619047619047619,0.2857142857142857,0.3333333333333333,0.6666666666666666,0.3333333333333333
ALCAM,2,2,1.0,2.5,0.5,1.0,1.0,0.0
ALDH18A1,5,1,0.2,0.4,0.2,0.0,0.2,0.0
ALDH1A1,2,1,0.5,0.5,0.5,0.0,0.0,0.0
ALDH1A2,1,1,1.0,1.0,0.0,0.0,1.0,0.0
ALDH1A3,3,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
ALDH1B1,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
ALDH1L1,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
ALDH3A1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ALDH3A2,9,1,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0
ALDH3B2,1,1,1.0,2.0,1.0,1.0,0.0,0.0
ALDH4A1,2,1,0.5,0.5,0.0,0.0,0.5,0.0
ALDH5A1,4,2,0.5,0.5,0.5,0.0,0.0,0.0
ALDH7A1,3,1,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
ALDH8A1,1,1,1.0,4.0,1.0,1.0,1.0,1.0
ALDOA,5,5,1.0,2.6,0.6,0.6,0.8,0.6
ALG1,10,0,0.0,0.0,0.0,0.0,0.0,0.0
ALG10B,1,1,1.0,1.0,0.0,0.0,1.0,0.0
ALG11,4,0,0.0,0.0,0.0,0.0,0.0,0.0
ALG12,2,1,0.5,1.0,0.5,0.5,0.0,0.0
ALG13,2,2,1.0,1.0,0.5,0.0,0.0,0.5
ALG5,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ALG8,2,0,0.0,0.0,0.0,0.0,0.0,0.0
ALG9,2,2,1.0,1.0,0.0,0.0,1.0,0.0
ALK,15,7,0.4666666666666667,1.0666666666666667,0.26666666666666666,0.3333333333333333,0.3333333333333333,0.13333333333333333
ALKBH1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ALKBH2,1,1,1.0,3.0,1.0,1.0,1.0,0.0
ALKBH3,1,1,1.0,2.0,1.0,0.0,1.0,0.0
ALOX12,3,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
ALOX15,2,1,0.5,1.5,0.5,0.5,0.5,0.0
ALOX15B,2,2,1.0,2.5,1.0,0.5,0.5,0.5
ALOX5,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ALOXE3,2,1,0.5,1.0,0.0,0.5,0.0,0.5
ALPG,2,1,0.5,0.5,0.5,0.0,0.0,0.0
ALPI,3,0,0.0,0.0,0.0,0.0,0.0,0.0
ALPK1,13,5,0.38461538461538464,1.1538461538461537,0.38461538461538464,0.38461538461538464,0.3076923076923077,0.07692307692307693
ALPK2,7,6,0.8571428571428571,1.5714285714285714,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.0
ALPL,31,7,0.22580645161290322,0.45161290322580644,0.1935483870967742,0.12903225806451613,0.0967741935483871,0.03225806451612903
ALPP,2,1,0.5,0.5,0.5,0.0,0.0,0.0
ALS2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ALS2CL,1,1,1.0,1.0,0.0,0.0,1.0,0.0
AMACR,3,1,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
AMELX,1,0,0.0,0.0,0.0,0.0,0.0,0.0
AMER1,2,1,0.5,1.5,0.5,0.5,0.5,0.0
AMER3,2,0,0.0,0.0,0.0,0.0,0.0,0.0
AMH,4,4,1.0,1.5,0.0,0.5,1.0,0.0
AMHR2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
AMN,1,1,1.0,1.0,0.0,1.0,0.0,0.0
AMOTL2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
AMPD2,3,0,0.0,0.0,0.0,0.0,0.0,0.0
AMPD3,9,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0
AMPH,1,1,1.0,1.0,0.0,0.0,1.0,0.0
AMT,6,1,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
AMTN,2,1,0.5,1.0,0.0,0.5,0.5,0.0
ANAPC10,1,1,1.0,4.0,1.0,1.0,1.0,1.0
ANG,2,1,0.5,1.5,0.5,0.5,0.5,0.0
ANGEL1,2,2,1.0,3.0,1.0,1.0,1.0,0.0
ANGPT1,1,1,1.0,4.0,1.0,1.0,1.0,1.0
ANGPTL3,4,4,1.0,2.0,0.5,0.5,0.75,0.25
ANGPTL4,7,6,0.8571428571428571,2.142857142857143,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.14285714285714285
ANGPTL7,3,2,0.6666666666666666,1.0,0.3333333333333333,0.0,0.6666666666666666,0.0
ANK1,3,3,1.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333
ANK2,1,1,1.0,4.0,1.0,1.0,1.0,1.0
ANK3,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ANKH,1,1,1.0,1.0,1.0,0.0,0.0,0.0
ANKK1,3,1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
ANKLE2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ANKMY1,2,1,0.5,1.5,0.5,0.5,0.5,0.0
ANKRD12,4,2,0.5,1.25,0.5,0.25,0.5,0.0
ANKRD16,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD17,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD18A,1,1,1.0,1.0,0.0,1.0,0.0,0.0
ANKRD24,2,1,0.5,0.5,0.5,0.0,0.0,0.0
ANKRD26,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD27,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD53,1,1,1.0,1.0,0.0,1.0,0.0,0.0
ANKRD6,2,2,1.0,1.0,0.5,0.0,0.5,0.0
ANKS3,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ANKS6,1,1,1.0,3.0,1.0,1.0,1.0,0.0
ANKZF1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ANLN,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ANO10,2,0,0.0,0.0,0.0,0.0,0.0,0.0
ANO3,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ANO4,1,1,1.0,3.0,1.0,1.0,1.0,0.0
ANO5,2,0,0.0,0.0,0.0,0.0,0.0,0.0
ANO7,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ANO9,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ANOS1,4,2,0.5,1.0,0.0,0.25,0.25,0.5
ANPEP,2,0,0.0,0.0,0.0,0.0,0.0,0.0
ANTXR2,2,2,1.0,1.5,1.0,0.0,0.0,0.5
ANXA11,2,2,1.0,2.0,0.5,0.5,1.0,0.0
ANXA13,1,1,1.0,1.0,1.0,0.0,0.0,0.0
ANXA3,1,0,0.0,0.0,0.0,0.0,0.0,0.0
AOC2,2,0,0.0,0.0,0.0,0.0,0.0,0.0
AOC3,5,2,0.4,0.6,0.4,0.0,0.2,0.0
AOX1,1,1,1.0,2.0,1.0,0.0,1.0,0.0
AP1AR,1,1,1.0,1.0,1.0,0.0,0.0,0.0
AP1B1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
AP1G1,1,1,1.0,1.0,0.0,0.0,1.0,0.0
AP2A1,1,1,1.0,3.0,1.0,1.0,1.0,0.0
AP2S1,1,1,1.0,1.0,0.0,1.0,0.0,0.0
AP3S1,1,1,1.0,1.0,0.0,0.0,1.0,0.0
AP4E1,3,3,1.0,1.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333
AP5M1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
APBA2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
APBA3,4,3,0.75,2.25,0.5,0.75,0.75,0.25
APBB1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
APC,14,12,0.8571428571428571,1.8571428571428572,0.35714285714285715,0.5,0.5,0.5
APCDD1L,2,0,0.0,0.0,0.0,0.0,0.0,0.0
APEX1,1,1,1.0,1.0,0.0,0.0,1.0,0.0
APEX2,2,0,0.0,0.0,0.0,0.0,0.0,0.0
APIP,2,2,1.0,3.0,1.0,1.0,1.0,0.0
APLF,1,0,0.0,0.0,0.0,0.0,0.0,0.0
APMAP,1,1,1.0,2.0,0.0,1.0,1.0,0.0
APOA1,8,5,0.625,1.75,0.5,0.5,0.5,0.25
APOA4,5,2,0.4,0.6,0.2,0.4,0.0,0.0
APOA5,3,2,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
APOB,14,7,0.5,0.6428571428571429,0.5,0.07142857142857142,0.07142857142857142,0.0
APOBEC3F,2,1,0.5,0.5,0.0,0.5,0.0,0.0
APOBEC4,3,0,0.0,0.0,0.0,0.0,0.0,0.0
APOC3,1,1,1.0,1.0,0.0,0.0,0.0,1.0
APOE,13,7,0.5384615384615384,1.4615384615384615,0.3076923076923077,0.38461538461538464,0.5384615384615384,0.23076923076923078
APOH,3,1,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
APOL1,5,1,0.2,0.2,0.2,0.0,0.0,0.0
APOL3,1,0,0.0,0.0,0.0,0.0,0.0,0.0
APOL4,2,0,0.0,0.0,0.0,0.0,0.0,0.0
APOL5,1,0,0.0,0.0,0.0,0.0,0.0,0.0
APOLD1,1,1,1.0,3.0,1.0,1.0,1.0,0.0
APP,7,4,0.5714285714285714,0.8571428571428571,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.14285714285714285
APRT,3,2,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333
APTX,4,0,0.0,0.0,0.0,0.0,0.0,0.0
AQP2,6,3,0.5,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666
AQP7,1,1,1.0,1.0,1.0,0.0,0.0,0.0
AQP8,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ARAP1,1,1,1.0,1.0,0.0,0.0,1.0,0.0
ARAP2,1,1,1.0,1.0,0.0,0.0,1.0,0.0
